"Date","Real Volume"
"2022-02-13","69765.51498637653"
"2022-02-14","1879655.8966631943"
"2022-02-15","2175567.669714654"
"2022-02-16","1445055.9213335174"
"2022-02-17","1015901.154187363"
"2022-02-18","911735.4907076438"
"2022-02-19","823305.4925892473"
"2022-02-20","961086.5868772523"
"2022-02-21","1592739.2894241887"
"2022-02-22","1152137.6927146646"
"2022-02-23","1408371.928398232"
"2022-02-24","2405521.8899120083"
"2022-02-25","531510.5478979049"
"2022-02-26","79326.54996744217"
"2022-02-28","767736.3262156873"
"2022-03-01","1496105.5725178015"
"2022-03-02","1360896.1833438438"
"2022-03-03","1406608.9586278645"
"2022-03-04","2727066.3258306123"
"2022-03-05","2148304.304646848"
"2022-03-06","1441893.4085849768"
"2022-03-07","1274481.5730184794"
"2022-03-08","857634.7589988837"
"2022-03-09","2526258.0948634"
"2022-03-10","1128753.0818623973"
"2022-03-11","759181.3846475343"
"2022-03-12","989503.0843584256"
"2022-03-13","496652.1213573623"
"2022-03-14","3307047.833892845"
"2022-03-15","571486.8776998931"
"2022-03-16","1364979.0816450007"
"2022-03-17","2441534.077955885"
"2022-03-18","2532702.7199830604"
"2022-03-19","2448594.9309653114"
"2022-03-20","1284569.8446644193"
"2022-03-21","1227199.2421995024"
"2022-03-22","964362.983289443"
"2022-03-23","390951.5697319283"
"2022-03-24","9295.002036417698"
"2022-03-30","82700.53213112206"
"2022-03-31","13433143.30040514"
"2022-04-01","12960225.94632896"
"2022-04-02","3929870.05618606"
"2022-04-03","2995100.7783447863"
"2022-04-04","5088060.897017527"
"2022-04-05","3679504.7903210083"
"2022-04-06","2492228.2259723684"
"2022-04-07","3597862.863706159"
"2022-04-08","3932014.653242573"
"2022-04-09","1910374.5684124313"
"2022-04-10","3240029.0372076198"
"2022-04-11","6532296.6780739175"
"2022-04-12","4315255.727150885"
"2022-04-13","5030543.321188579"
"2022-04-14","3093734.67338191"
"2022-04-15","1511619.26637999"
"2022-04-16","1037880.7957322183"
"2022-04-17","853028.0211023133"
"2022-04-18","1379874.948769173"
"2022-04-19","2838642.0372901717"
"2022-04-20","2538542.8839199743"
"2022-04-21","1304794.1936545898"
"2022-04-22","1749510.656081981"
"2022-04-23","3894548.027290879"
"2022-04-24","1309565.3945996824"
"2022-04-25","1767148.191584084"
"2022-04-26","1115160.252082032"
"2022-04-27","1269083.590868577"
"2022-04-28","989161.2617007405"
"2022-04-29","560105.0534057154"
"2022-04-30","966688.83749766"
"2022-05-01","544390.6115708781"
"2022-05-02","1993692.4074628032"
"2022-05-03","687966.1494402805"
"2022-05-04","1701885.143910717"
"2022-05-05","3468520.6076619294"
"2022-05-06","1515221.1160048477"
"2022-05-07","1576610.0811958879"
"2022-05-08","1082515.249052215"
"2022-05-09","2835980.615473809"
"2022-05-10","2781272.171781096"
"2022-05-11","4535193.359026716"
"2022-05-12","7974982.715303792"
"2022-05-13","3076123.99604483"
"2022-05-14","1008632.2985486232"
"2022-05-15","1854043.266620594"
"2022-05-16","493594.21123997815"
"2022-05-17","723165.9410539024"
"2022-05-18","515833.53004065854"
"2022-05-19","1377274.968140185"
"2022-05-20","1110106.0292367672"
"2022-05-21","385364.606498109"
"2022-05-22","754579.5794511586"
"2022-05-23","713070.8413203157"
"2022-05-24","553006.1609430909"
"2022-05-25","1075519.4021252054"
"2022-05-26","867824.9562518498"
"2022-05-27","888759.9010453699"
"2022-05-28","307832.4376301244"
"2022-05-29","302345.17458024545"
"2022-05-30","1504053.4218104698"
"2022-05-31","528135.5439616025"
"2022-06-01","954041.6435646644"
"2022-06-02","898526.2988785553"
"2022-06-03","1178567.6609886212"
"2022-06-04","414963.87610745966"
"2022-06-05","324119.7502748237"
"2022-06-06","981503.6571134627"
"2022-06-07","1117506.4954811828"
"2022-06-08","761913.8374356925"
"2022-06-09","835737.4802270052"
"2022-06-10","716660.8537549075"
"2022-06-11","984556.9511327764"
"2022-06-12","1415695.2966940356"
"2022-06-13","2086652.1443506607"
"2022-06-14","1117413.6938836935"
"2022-06-15","2182070.671875144"
"2022-06-16","804166.6955348488"
"2022-06-17","727614.5927651913"
"2022-06-18","1228634.5614127857"
"2022-06-19","1122322.2457633058"
"2022-06-20","1297042.153986913"
"2022-06-21","841509.9175677758"
"2022-06-22","770213.6599383235"
"2022-06-23","1564102.4519579625"
"2022-06-24","1255920.67094931"
"2022-06-25","785384.9305128613"
"2022-06-26","452825.4888297793"
"2022-06-27","885389.4059830754"
"2022-06-28","1191575.295708026"
"2022-06-29","1502034.8219058418"
"2022-06-30","1418301.4165504822"
"2022-07-01","489831.75314342557"
"2022-07-02","205134.73314293975"
"2022-07-03","79258.25893998402"
"2022-07-04","172826.73686400248"
"2022-07-05","332130.42579639493"
"2022-07-06","294613.27465358656"
"2022-07-07","887792.3193655919"
"2022-07-08","685138.672327103"
"2022-07-09","683279.6768388257"
"2022-07-10","686767.3403569602"
"2022-07-11","514171.23739205225"
"2022-07-12","696191.3204415815"
"2022-07-13","1200961.9742114744"
"2022-07-14","1286488.8331510213"
"2022-07-15","640463.0156873097"
"2022-07-16","496519.09584510926"
"2022-07-17","904600.2285052056"
"2022-07-18","824277.1066052887"
"2022-07-19","1126173.392211699"
"2022-07-20","99461.35884556688"
"2022-07-21","230549.73433563812"
"2022-07-22","313018.9188517274"
"2022-07-23","546377.3132306958"
"2022-07-24","246385.30297896764"
"2022-07-25","564471.3718299584"
"2022-07-26","593137.2774213223"
"2022-07-27","647145.951883163"
"2022-07-28","583429.4720234023"
"2022-07-29","918652.8341905357"
