"Date","Price (Close)"
"2020-09-24","2.2925809265608827"
"2020-09-25","1.8731225894088799"
"2020-09-26","1.772022405253962"
"2020-09-27","1.5279391773802256"
"2020-09-28","1.652566042195335"
"2020-09-29","1.6375362337563866"
"2020-09-30","1.5728404423594828"
"2020-10-01","1.5396372617064384"
"2020-10-02","1.536519613460761"
"2020-10-03","1.4530266018455005"
"2020-10-04","1.3594762689623971"
"2020-10-05","1.2401799263425186"
"2020-10-06","0.9799781022201642"
"2020-10-07","1.2123135787366404"
"2020-10-08","1.3055399869706779"
"2020-10-09","1.2772151397114002"
"2020-10-10","1.4698488129003202"
"2020-10-11","1.372924358754585"
"2020-10-12","1.3885642224736454"
"2020-10-13","1.3390030645428266"
"2020-10-14","1.3424603172104719"
"2020-10-15","1.3271885725480694"
"2020-10-16","1.1734222943778339"
"2020-10-17","1.1824314338124522"
"2020-10-18","1.2501110973115812"
"2020-10-19","1.159567318103905"
"2020-10-20","1.0826566491724219"
"2020-10-21","1.1069252210005605"
"2020-10-22","1.1317531364026694"
"2020-10-23","1.057105822259335"
"2020-10-24","1.0356498890486463"
"2020-10-25","1.0550757739170051"
"2020-10-26","1.052801125874934"
"2020-10-27","1.0792424861005212"
"2020-10-28","0.9851188687759713"
"2020-10-29","0.8810511301319977"
"2020-10-30","0.8358442147894019"
"2020-10-31","0.834473607659412"
"2020-11-01","0.8010801093478513"
"2020-11-02","0.773544428683991"
"2020-11-03","0.7341049546097447"
"2020-11-04","0.7737915130706119"
"2020-11-05","0.9087725776467315"
"2020-11-06","1.0610225123236923"
"2020-11-07","1.0161559433827565"
"2020-11-08","1.1987700766738814"
"2020-11-09","1.0863675032829276"
"2020-11-10","1.1516493931845009"
"2020-11-11","1.0706894543182623"
"2020-11-12","1.0517688188634056"
"2020-11-13","1.1512892017532135"
"2020-11-14","1.157294353640812"
"2020-11-15","1.1670739267681371"
"2020-11-16","1.2659000546518127"
"2020-11-17","1.3827577212354014"
"2020-11-18","1.4709218640600747"
"2020-11-19","1.589552360140039"
"2020-11-20","1.7378208141331015"
"2020-11-21","1.7040537155880584"
"2020-11-22","1.581550637977788"
"2020-11-23","1.7675728075093167"
"2020-11-24","1.6214631758740254"
"2020-11-25","1.5032515"
"2020-11-26","1.2027073939036228"
"2020-11-27","1.3132623153173888"
"2020-11-28","1.3702688864668877"
"2020-11-29","1.404838338124999"
"2020-11-30","1.4306790048995701"
"2020-12-01","1.3918106727549482"
"2020-12-02","1.4440556489075784"
"2020-12-03","1.492537825717918"
"2020-12-04","1.5433318705195502"
"2020-12-05","1.5766318833157675"
"2020-12-06","1.4980180725141738"
"2020-12-07","1.4174215381169812"
"2020-12-08","1.3261722568512198"
"2020-12-09","1.3634763787517654"
"2020-12-10","1.2599591072927296"
"2020-12-11","1.1573349451866761"
"2020-12-12","1.1925681228721943"
"2020-12-13","1.2566439187063516"
"2020-12-14","1.2578258557564697"
"2020-12-15","1.298320885290331"
"2020-12-16","1.3167736363795606"
"2020-12-17","1.3030485360383255"
"2020-12-18","1.473696270494138"
"2020-12-19","1.4243186887412012"
"2020-12-20","1.4116178582462284"
"2020-12-21","1.4327824496485952"
"2020-12-22","1.5652913594560742"
"2020-12-23","1.22183"
"2020-12-24","1.3356989663677892"
"2020-12-25","1.2726997861041167"
"2020-12-26","1.3976355111488779"
"2020-12-27","1.4053638531567525"
"2020-12-28","1.4260552381046179"
"2020-12-29","1.2805824507355392"
"2020-12-30","1.2682164056953442"
"2020-12-31","1.2965963591466712"
"2021-01-01","1.3547139394951853"
"2021-01-02","1.2920390361060055"
"2021-01-03","1.308220212480904"
"2021-01-04","1.363827104203862"
"2021-01-05","1.4228053740200717"
"2021-01-06","1.5090043737094698"
"2021-01-07","1.4015552298664748"
"2021-01-08","1.430363734953763"
"2021-01-09","1.5375738896883526"
"2021-01-10","1.455808449427681"
"2021-01-11","1.2687994889297824"
"2021-01-12","1.3085499033392565"
"2021-01-13","1.4062453948287732"
"2021-01-14","1.43491767299959"
"2021-01-15","1.5585762818384177"
"2021-01-16","1.5328740642186187"
