"Date","Real Volume"
"2020-04-10","55350559.51618244"
"2020-04-11","33156576.261535835"
"2020-04-12","20520058.465310488"
"2020-04-13","10264445.183761979"
"2020-04-14","10683967.909401355"
"2020-04-15","6836560.547264166"
"2020-04-16","15519441.744821537"
"2020-04-17","4219323.678737584"
"2020-04-18","2529326.707581971"
"2020-04-19","3729744.5477731973"
"2020-04-20","3347436.791617256"
"2020-04-21","4199235.486199337"
"2020-04-22","11456376.197321722"
"2020-04-23","6875994.75936666"
"2020-04-24","3429193.7408328606"
"2020-04-25","1944399.2561325051"
"2020-04-26","2394272.161223339"
"2020-04-27","2812550.88789763"
"2020-04-28","5951407.014471523"
"2020-04-29","4599573.885977458"
"2020-04-30","3075011.7208520747"
"2020-05-01","2365598.8718451248"
"2020-05-02","1760984.491762153"
"2020-05-03","1692012.8307013407"
"2020-05-04","1861045.4388007831"
"2020-05-05","1304932.5695445228"
"2020-05-06","1138575.8159478598"
"2020-05-07","1583891.9452672605"
"2020-05-08","964926.7632095779"
"2020-05-09","538602.9953094427"
"2020-05-10","534101.8417339257"
"2020-05-11","675532.9889458229"
"2020-05-12","817160.8620104338"
"2020-05-13","1052450.3896123972"
"2020-05-14","579386.27616828"
"2020-05-15","365202.25309509906"
"2020-05-16","776256.9880598631"
"2020-05-17","1281452.5098105434"
"2020-05-18","1651250.3365609224"
"2020-05-19","852339.133233474"
"2020-05-20","920834.7947049707"
"2020-05-21","1338142.9408484413"
"2020-05-22","1982770.1947888557"
"2020-05-23","1238168.536096383"
"2020-05-24","1407331.8994650892"
"2020-05-25","2998073.270802922"
"2020-05-26","1371301.9485046288"
"2020-05-27","1174061.2785277506"
"2020-05-28","1330114.9683722781"
"2020-05-29","544327.8682862276"
"2020-05-30","852275.3331872929"
"2020-05-31","449423.52873135114"
"2020-06-01","567752.4690589937"
"2020-06-02","543177.2671718312"
"2020-06-03","699387.046245382"
"2020-06-04","633157.1452138183"
"2020-06-05","4106816.713581152"
"2020-06-06","1475059.4821529083"
"2020-06-07","543672.4080440805"
"2020-06-08","1156787.0327519404"
"2020-06-09","711552.0143918168"
"2020-06-10","827133.8743655185"
"2020-06-11","892995.5435270797"
"2020-06-12","699827.2691035499"
"2020-06-13","545159.3084339482"
"2020-06-14","671938.2645937006"
"2020-06-15","620030.843266399"
"2020-06-16","416001.05752825894"
"2020-06-17","466680.0402383522"
"2020-06-18","1171096.1154421535"
"2020-06-19","6912436.949916179"
"2020-06-20","1797286.2674396038"
"2020-06-21","2117020.628093743"
"2020-06-22","1333278.1817938876"
"2020-06-23","1195945.6137637051"
"2020-06-24","1970600.0436485515"
"2020-06-25","1460151.278152228"
"2020-06-26","1339911.4019706564"
"2020-06-27","1507440.3319770808"
"2020-06-28","123447.43137974123"
"2020-06-29","274304.4230926323"
"2020-06-30","100042.98916381833"
"2020-07-01","1151067.9448357287"
"2020-07-02","1387740.0247433125"
"2020-07-03","891461.2430172907"
"2020-07-04","1274616.7127023463"
"2020-07-05","3533852.496938792"
"2020-07-06","753102.4825356322"
"2020-07-07","1408194.7459102073"
"2020-07-08","1679850.2343887002"
"2020-07-09","2303791.588004332"
"2020-07-10","1452674.5029318042"
"2020-07-11","1799047.4892066212"
"2020-07-12","4406200.493300521"
"2020-07-13","3531777.9756267085"
"2020-07-14","1933836.076306423"
"2020-07-15","2899502.8868301213"
"2020-07-16","9088801.022075942"
"2020-07-17","8347057.853824056"
"2020-07-18","2786509.0186229497"
"2020-07-19","1719198.7370851883"
"2020-07-20","2483078.5725323553"
"2020-07-21","2870672.0408783243"
"2020-07-22","4198296.370593371"
"2020-07-23","1847328.8774292134"
"2020-07-24","1172494.3314326752"
"2020-07-25","8557342.535439968"
"2020-07-26","7981327.610357561"
"2020-07-27","27067464.44074418"
"2020-07-28","7012223.40334656"
"2020-07-29","9173807.737292757"
"2020-07-30","3958053.340521367"
"2020-07-31","3163341.643983939"
"2020-08-01","2774601.838695402"
"2020-08-02","3824952.7707300074"
"2020-08-03","4179629.078995782"
"2020-08-04","3963488.4101276845"
"2020-08-05","4127303.3666526466"
"2020-08-06","8365196.874048029"
"2020-08-07","5640234.373434294"
"2020-08-08","7755249.070859863"
"2020-08-09","9223823.595393227"
"2020-08-10","15578103.66702362"
"2020-08-11","17618362.03351963"
"2020-08-12","20198519.719985887"
"2020-08-13","19468525.013626367"
"2020-08-14","9931542.058097703"
"2020-08-15","9225687.631437296"
"2020-08-16","5594294.172923281"
"2020-08-17","3180486.9002188006"
"2020-08-18","17508041.037427615"
"2020-08-19","8860139.391159981"
"2020-08-20","9741154.476826115"
"2020-08-21","8358610.673824258"
"2020-08-22","5660943.705358314"
"2020-08-23","6970019.607999108"
"2020-08-24","12208159.355248155"
"2020-08-25","7071727.074437264"
"2020-08-26","11792301.669128431"
"2020-08-27","8325086.380767875"
"2020-08-28","20695234.4353461"
"2020-08-29","9942057.581537029"
"2020-08-30","15962991.6940455"
"2020-08-31","7988677.35634317"
"2020-09-01","7610924.215153692"
"2020-09-02","10716131.577619007"
"2020-09-03","20968383.860842813"
"2020-09-04","8554367.347152991"
"2020-09-05","16673520.665710375"
"2020-09-06","8745925.1584526"
"2020-09-07","4175066.471134149"
"2020-09-08","5577035.107643109"
"2020-09-09","25919090.999660067"
"2020-09-10","23443710.092567325"
"2020-09-11","10478290.770933699"
"2020-09-12","6810161.073162594"
"2020-09-13","11059294.20024599"
"2020-09-14","12972392.564080752"
"2020-09-15","6788502.280674856"
"2020-09-16","15151392.555863157"
"2020-09-17","18461151.95274291"
