"Date","Real Volume"
"2020-01-01","24689455.679264523"
"2020-01-02","22658581.866485253"
"2020-01-03","29100658.99856381"
"2020-01-04","29215149.882103395"
"2020-01-05","37183820.57059341"
"2020-01-06","41567585.66821598"
"2020-01-07","25999555.440707676"
"2020-01-08","34279734.81544747"
"2020-01-09","29720543.468685362"
"2020-01-10","37635046.53457807"
"2020-01-11","38473560.351054095"
"2020-01-12","49035490.38692422"
"2020-01-13","36457557.779386945"
"2020-01-14","65155939.981755756"
"2020-01-15","75899994.29872994"
"2020-01-16","49545069.34482184"
"2020-01-17","74797223.21115312"
"2020-01-18","54737764.76328087"
"2020-01-19","49596468.71238387"
"2020-01-20","43114544.75427972"
"2020-01-21","55391508.21414509"
"2020-01-22","45911672.770618714"
"2020-01-23","37432079.01832412"
"2020-01-24","37612545.86823792"
"2020-01-25","32674502.333694577"
"2020-01-26","42056309.60681454"
"2020-01-27","38141454.54469341"
"2020-01-28","36736007.72917731"
"2020-01-29","36362994.73594671"
"2020-01-30","47951258.3423321"
"2020-01-31","41998278.281842425"
"2020-02-01","39880470.7806074"
"2020-02-02","44016396.10169218"
"2020-02-03","31493118.76895425"
"2020-02-04","27729762.154980995"
"2020-02-05","62192097.57441842"
"2020-02-06","81807952.23643719"
"2020-02-07","95883095.7481576"
"2020-02-08","73985786.8748011"
"2020-02-09","106955817.42732276"
"2020-02-10","180428056.2962925"
"2020-02-11","126028489.39342773"
"2020-02-12","82658339.96984254"
"2020-02-13","122662527.03727321"
"2020-02-14","114505375.26725338"
"2020-02-15","134405396.34762615"
"2020-02-16","130177364.69547005"
"2020-02-17","66849572.427439794"
"2020-02-18","92209580.68588862"
"2020-02-19","74044984.93541935"
"2020-02-20","69830982.09438169"
"2020-02-21","89958168.04387504"
"2020-02-22","68392024.17296119"
"2020-02-23","98150588.71900885"
"2020-02-24","78482771.01698066"
"2020-02-25","74311581.37284534"
"2020-02-26","100405264.74477799"
"2020-02-27","85563133.91215281"
"2020-02-28","86205885.00593613"
"2020-02-29","106667889.86250003"
"2020-03-01","69526827.53615282"
"2020-03-02","97149988.33496778"
"2020-03-03","79272926.24338175"
"2020-03-04","81883105.41575062"
"2020-03-05","110302714.93575647"
"2020-03-06","119205344.4272532"
"2020-03-07","84879794.58862294"
"2020-03-08","90353865.20821887"
"2020-03-09","94164895.34487547"
"2020-03-10","83023844.40174425"
"2020-03-11","64325249.9024542"
"2020-03-12","166856478.99629626"
"2020-03-13","168727931.42023936"
"2020-03-14","82494105.42318185"
"2020-03-15","92387693.10964523"
"2020-03-16","74059288.74300443"
"2020-03-17","62057637.62515275"
"2020-03-18","56695441.23604244"
"2020-03-19","98360189.13744238"
"2020-03-20","110107704.01203515"
"2020-03-21","75667734.42443351"
"2020-03-22","71780302.5779958"
"2020-03-23","75329447.01655576"
"2020-03-24","73844261.10431957"
"2020-03-25","58854392.834702544"
"2020-03-26","57589970.88185418"
"2020-03-27","55067562.35672367"
"2020-03-28","41218365.555279516"
"2020-03-29","42041707.11205306"
"2020-03-30","66583659.23307363"
"2020-03-31","92184549.97711071"
"2020-04-01","74644848.06362768"
"2020-04-02","83412217.75310722"
"2020-04-03","82905758.42228055"
"2020-04-04","96016290.98315562"
"2020-04-05","86808195.79607716"
"2020-04-06","105901965.91983165"
"2020-04-07","84134124.28225619"
"2020-04-08","98121010.86634938"
"2020-04-09","99366401.00520845"
"2020-04-10","76030852.87074912"
"2020-04-11","76082845.96477672"
"2020-04-12","83421921.49990179"
"2020-04-13","84660745.06708743"
"2020-04-14","108800315.45740739"
"2020-04-15","79035896.49823973"
"2020-04-16","71212829.79986861"
"2020-04-17","71022960.71793796"
"2020-04-18","82665442.08746903"
"2020-04-19","69138478.17467576"
"2020-04-20","72351222.30273056"
"2020-04-21","69392662.64628081"
"2020-04-22","66165221.50137071"
"2020-04-23","57682303.81336673"
"2020-04-24","65743283.96803832"
"2020-04-25","67320464.23353052"
"2020-04-26","69236403.91221218"
"2020-04-27","62476655.91324847"
"2020-04-28","62781505.748009264"
"2020-04-29","85594910.23072574"
"2020-04-30","94038188.02249625"
"2020-05-01","88264260.85527931"
"2020-05-02","73053235.30760704"
"2020-05-03","61508007.58457262"
"2020-05-04","63219463.54183127"
"2020-05-05","60977248.86217215"
"2020-05-06","61192314.838549435"
"2020-05-07","63560454.63159687"
"2020-05-08","64527865.498310365"
"2020-05-09","52056961.394257836"
"2020-05-10","61453481.08300358"
"2020-05-11","55045390.597600356"
"2020-05-12","62339016.4645362"
"2020-05-13","61534679.44926482"
"2020-05-14","56181670.33232348"
"2020-05-15","53147836.88352866"
"2020-05-16","59782744.733877204"
"2020-05-17","58719626.469829455"
"2020-05-18","69045386.23888168"
"2020-05-19","75287028.69741745"
"2020-05-20","59105406.488085315"
"2020-05-21","52550213.439462915"
"2020-05-22","59421516.10997594"
"2020-05-23","50796645.97699258"
"2020-05-24","55140408.31771741"
"2020-05-25","59662052.302874245"
"2020-05-26","49640339.92132097"
"2020-05-27","59152271.30327989"
"2020-05-28","65676315.854133494"
"2020-05-29","61881686.47204967"
"2020-05-30","68101240.27692395"
"2020-05-31","71977455.69419909"
"2020-06-01","80211106.436306"
"2020-06-02","71796957.91684525"
"2020-06-03","76048274.02588195"
"2020-06-04","59728187.68585649"
"2020-06-05","67216799.68503244"
"2020-06-06","57546015.33276248"
"2020-06-07","49737120.24778721"
"2020-06-08","43522803.912281126"
"2020-06-09","42622729.569502875"
"2020-06-10","49743618.208429135"
"2020-06-11","46840356.510391876"
"2020-06-12","50337592.08441075"
