"Date","Price (Close)","Real Volume"
"2022-07-12","0.5356006992599784","182872844.98537317"
"2022-07-13","0.6386233989546392","262923920.48459104"
"2022-07-14","0.708987583096614","414093236.58559245"
"2022-07-15","0.7006329778272842","280718571.0394524"
"2022-07-16","0.729179421251529","168252610.730628"
"2022-07-17","0.7526868770991025","231548094.50732917"
"2022-07-18","0.9590163024634666","620263007.4687623"
"2022-07-19","0.9261577428572647","442301785.2350134"
"2022-07-20","0.831814908125357","440007851.7755884"
"2022-07-21","0.9054009432528887","352228589.49123764"
"2022-07-22","0.8508674559053839","253460476.3939825"
"2022-07-23","0.8716512827437407","161823435.05605286"
"2022-07-24","0.8795437510097124","166460023.82455242"
"2022-07-25","0.7701159685785994","216488355.71949586"
"2022-07-26","0.7836028489175532","211500333.4945898"
"2022-07-27","0.8983924414231863","347283042.5487233"
"2022-07-28","0.9341718110431753","435507369.0221228"
"2022-07-29","0.9384468488267518","385544506.7915444"
"2022-07-30","0.9309138116296715","209559530.16843247"
"2022-07-31","0.928580227786005","252425078.65637797"
"2022-08-01","0.8910445459189925","194781878.80133536"
"2022-08-02","0.8767885266709217","179396245.867542"
"2022-08-03","0.8890328132074549","138778274.7697548"
"2022-08-04","0.891964971440288","107792020.66172267"
"2022-08-05","0.9279026919005703","123075886.40196112"
"2022-08-06","0.9081244716442473","110658139.96488692"
"2022-08-07","0.9070826358211058","60895152.06366385"
"2022-08-08","0.9229651225148213","99539895.21837077"
"2022-08-09","0.891150753249365","98095958.76095371"
"2022-08-10","0.9371451017956475","129855553.94069052"
