"Date","Real Volume"
"2021-11-10","48685212.3364943"
"2021-11-11","186319444.90502164"
"2021-11-12","73286009.47578269"
"2021-11-13","18894971.05912118"
"2021-11-14","40269240.084821835"
"2021-11-15","69980856.1647704"
"2021-11-16","103300164.89349988"
"2021-11-17","118380925.1527243"
"2021-11-18","136585360.9629424"
"2021-11-19","148055379.0039271"
"2021-11-20","71041352.27654162"
"2021-11-21","89938273.60315034"
"2021-11-22","107805714.17299403"
"2021-11-23","104782708.88765423"
"2021-11-24","62128652.655390844"
"2021-11-25","368238916.3593088"
"2021-11-26","327832320.22639287"
"2021-11-27","338548712.0571286"
"2021-11-28","236329361.41308215"
"2021-11-29","231129415.44566572"
"2021-11-30","153346178.66977784"
"2021-12-01","180074102.54541463"
"2021-12-02","134599145.02252257"
"2021-12-03","139852055.12967932"
"2021-12-04","203900254.39508316"
"2021-12-05","155655236.87133092"
"2021-12-06","135961351.80192578"
"2021-12-07","94941361.41863023"
"2021-12-08","49254431.84244167"
"2021-12-09","52661403.731738456"
"2021-12-10","55713494.37072826"
"2021-12-11","90689293.26473527"
"2021-12-12","69776397.45938882"
"2021-12-13","76235839.43890347"
"2021-12-14","73229492.16999705"
"2021-12-15","86480652.78480355"
"2021-12-16","136790128.09393194"
"2021-12-17","84643153.32714027"
"2021-12-18","57396303.32295217"
"2021-12-19","48930279.52298705"
"2021-12-20","78823780.2247176"
"2021-12-21","62501331.97116397"
"2021-12-22","97462670.05198918"
"2021-12-23","113206566.90064438"
"2021-12-24","72434068.36615984"
"2021-12-25","69863924.34539723"
"2021-12-26","56585440.51096185"
"2021-12-27","72895125.99595843"
"2021-12-28","92832962.84331915"
"2021-12-29","57665982.103135586"
"2021-12-30","55939696.24564511"
"2021-12-31","63164292.519469485"
"2022-01-01","51081996.77584298"
"2022-01-02","55682647.18362732"
"2022-01-03","61747657.04555455"
"2022-01-04","61821905.32924474"
"2022-01-05","91736330.46642703"
"2022-01-06","77709253.87081777"
"2022-01-07","94369316.68052188"
"2022-01-08","74183968.38101843"
"2022-01-09","52885663.45022897"
"2022-01-10","57764774.06889925"
"2022-01-11","42712830.25219791"
"2022-01-12","43373082.59579313"
"2022-01-13","45795657.953564584"
"2022-01-14","36502406.27529314"
"2022-01-15","40972380.470454186"
"2022-01-16","49089477.661458954"
