Date,Users,Volume,Transactions
Tue Mar 08 2022,420,0,537
Mon Mar 07 2022,318,0,416
Sun Mar 06 2022,388,0,496
Sat Mar 05 2022,376,0,471
Fri Mar 04 2022,393,0,519
Thu Mar 03 2022,348,0,463
Wed Mar 02 2022,335,0,438
Tue Mar 01 2022,404,0,499
Mon Feb 28 2022,371,0,485
Sun Feb 27 2022,364,0,478
Sat Feb 26 2022,425,0,512
Fri Feb 25 2022,410,0,488
Thu Feb 24 2022,378,0,450
Wed Feb 23 2022,288,0,353
Tue Feb 22 2022,539,0,630
Mon Feb 21 2022,492,0,565
Sun Feb 20 2022,622,0,742
Sat Feb 19 2022,2499,0,3271
Fri Feb 18 2022,2429,0,3005
Thu Feb 17 2022,5508,0,7024
Wed Feb 16 2022,832,0,969
Tue Feb 15 2022,1123,0,1313
Mon Feb 14 2022,521,0,626
Sun Feb 13 2022,393,0,545
Sat Feb 12 2022,443,0,539
Fri Feb 11 2022,337,0,378
Thu Feb 10 2022,336,0,407
Wed Feb 09 2022,356,0,420
Tue Feb 08 2022,399,0,462
Mon Feb 07 2022,428,0,502
Sun Feb 06 2022,366,0,434
Sat Feb 05 2022,481,0,606
Fri Feb 04 2022,410,0,572
Thu Feb 03 2022,355,0,410
Wed Feb 02 2022,306,0,349
Tue Feb 01 2022,334,0,392
Mon Jan 31 2022,304,0,354
Sun Jan 30 2022,332,0,417
Sat Jan 29 2022,341,0,401
Fri Jan 28 2022,293,0,354
Thu Jan 27 2022,271,0,309
Wed Jan 26 2022,238,0,283
Tue Jan 25 2022,218,0,276
Mon Jan 24 2022,266,0,342
Sun Jan 23 2022,264,0,334
Sat Jan 22 2022,283,0,329
Fri Jan 21 2022,227,0,267
Thu Jan 20 2022,232,0,271
Wed Jan 19 2022,267,0,337
Tue Jan 18 2022,305,0,405
Mon Jan 17 2022,305,0,364
Sun Jan 16 2022,303,0,341
Sat Jan 15 2022,318,0,410
Fri Jan 14 2022,390,0,470
Thu Jan 13 2022,284,0,340
Wed Jan 12 2022,301,0,374
Tue Jan 11 2022,302,0,396
Mon Jan 10 2022,297,0,388
Sun Jan 09 2022,307,0,333
Sat Jan 08 2022,303,0,367
Fri Jan 07 2022,333,0,414
Thu Jan 06 2022,268,0,328
Wed Jan 05 2022,294,0,378
Tue Jan 04 2022,284,0,368
Mon Jan 03 2022,323,214.28,406
Sun Jan 02 2022,359,0,416
Sat Jan 01 2022,335,0,424
Fri Dec 31 2021,336,0,423
Thu Dec 30 2021,299,0,407
Wed Dec 29 2021,288,0,344
Tue Dec 28 2021,227,0,293
Mon Dec 27 2021,296,0,424
Sun Dec 26 2021,364,0,471
Sat Dec 25 2021,525,0,666
Fri Dec 24 2021,479,0,743
Thu Dec 23 2021,399,0,495
Wed Dec 22 2021,363,0,440
Tue Dec 21 2021,429,0,564
Mon Dec 20 2021,448,0,555
Sun Dec 19 2021,440,0,714
Sat Dec 18 2021,514,0,838
Fri Dec 17 2021,432,0,546
Thu Dec 16 2021,345,0,461
Wed Dec 15 2021,326,0,430
Tue Dec 14 2021,394,0,609
Mon Dec 13 2021,395,0,474
Sun Dec 12 2021,404,0,629
Sat Dec 11 2021,472,0,792
Fri Dec 10 2021,406,0,542
Thu Dec 09 2021,354,0,438
Wed Dec 08 2021,337,0,461
Tue Dec 07 2021,353,0,497
Mon Dec 06 2021,273,5086.68,318
Sun Dec 05 2021,273,0,333
Sat Dec 04 2021,303,0,384
Fri Dec 03 2021,222,0,415
Thu Dec 02 2021,330,0,485
Wed Dec 01 2021,282,0,328
Tue Nov 30 2021,289,0,347
Mon Nov 29 2021,292,0,355
Sun Nov 28 2021,294,0,359
Sat Nov 27 2021,340,0,594
Fri Nov 26 2021,332,0,451
Thu Nov 25 2021,239,0,281
Wed Nov 24 2021,217,0,263
Tue Nov 23 2021,221,0,262
Mon Nov 22 2021,228,0,276
Sun Nov 21 2021,238,0,276
Sat Nov 20 2021,349,0,417
Fri Nov 19 2021,373,0,439
Thu Nov 18 2021,332,0,380
Wed Nov 17 2021,310,0,392
Tue Nov 16 2021,345,0,432
Mon Nov 15 2021,319,0,367
Sun Nov 14 2021,383,0,478
Sat Nov 13 2021,513,0,676
Fri Nov 12 2021,443,0,590
Thu Nov 11 2021,408,0,546
Wed Nov 10 2021,529,0,624
Tue Nov 09 2021,666,0,841
Mon Nov 08 2021,675,0,820
Sun Nov 07 2021,224,0,265
Sat Nov 06 2021,143,0,184
Fri Nov 05 2021,136,0,159
Thu Nov 04 2021,111,0,129
Wed Nov 03 2021,94,0,115
Tue Nov 02 2021,130,0,182
Mon Nov 01 2021,98,0,117
Sun Oct 31 2021,73,0,167
Sat Oct 30 2021,62,0,81
Fri Oct 29 2021,63,0,72
Thu Oct 28 2021,70,0,84
Wed Oct 27 2021,71,0,86
Tue Oct 26 2021,37,0,42
Mon Oct 25 2021,82,0,95
Sun Oct 24 2021,105,0,125
Sat Oct 23 2021,92,0,128
Fri Oct 22 2021,168,0,200
Thu Oct 21 2021,104,0,122
Wed Oct 20 2021,130,0,140
Tue Oct 19 2021,167,0,218
Mon Oct 18 2021,157,0,218
Sun Oct 17 2021,148,0,166
Sat Oct 16 2021,133,0,218
Fri Oct 15 2021,136,0,162
Thu Oct 14 2021,96,0,105
Wed Oct 13 2021,101,0,120
Tue Oct 12 2021,147,0,195
Mon Oct 11 2021,179,0,217
Sun Oct 10 2021,140,0,152
Sat Oct 09 2021,229,0,318
Fri Oct 08 2021,230,0,404
Thu Oct 07 2021,140,0,173
Wed Oct 06 2021,88,0,111
Tue Oct 05 2021,104,0,124
Mon Oct 04 2021,101,0,116
Sun Oct 03 2021,133,0,162
Sat Oct 02 2021,122,0,153
Fri Oct 01 2021,143,0,282
Thu Sep 30 2021,135,0,181
Wed Sep 29 2021,113,0,155
Tue Sep 28 2021,121,0,137
Mon Sep 27 2021,147,0,275
Sun Sep 26 2021,116,0,135
Sat Sep 25 2021,151,0,210
Fri Sep 24 2021,287,0,356
Thu Sep 23 2021,167,0,207
Wed Sep 22 2021,157,0,190
Tue Sep 21 2021,173,0,218
Mon Sep 20 2021,128,0,281
Sun Sep 19 2021,110,0,169
Sat Sep 18 2021,169,0,223
Fri Sep 17 2021,158,0,204
Thu Sep 16 2021,115,0,193
Wed Sep 15 2021,131,0,149
Tue Sep 14 2021,145,0,179
Mon Sep 13 2021,155,0,179
Sun Sep 12 2021,130,0,159
Sat Sep 11 2021,180,0,234
Fri Sep 10 2021,167,0,227
Thu Sep 09 2021,119,0,144
Wed Sep 08 2021,116,0,146
Tue Sep 07 2021,103,0,129
Mon Sep 06 2021,130,0,209
Sun Sep 05 2021,144,0,177
Sat Sep 04 2021,199,0,250
Fri Sep 03 2021,165,0,204
Thu Sep 02 2021,191,0,223
Wed Sep 01 2021,158,0,194
Tue Aug 31 2021,151,0,168
Mon Aug 30 2021,147,0,189
Sun Aug 29 2021,158,0,190
Sat Aug 28 2021,190,0,298
Fri Aug 27 2021,214,0,277
Thu Aug 26 2021,192,0,251
Wed Aug 25 2021,256,0,401
Tue Aug 24 2021,301,0,360
Mon Aug 23 2021,184,0,227
Sun Aug 22 2021,142,0,271
Sat Aug 21 2021,169,0,251
Fri Aug 20 2021,147,0,208
Thu Aug 19 2021,129,0,171
Wed Aug 18 2021,169,0,399
Tue Aug 17 2021,128,0,169
Mon Aug 16 2021,125,0,151
Sun Aug 15 2021,108,0,138
Sat Aug 14 2021,154,0,189
Fri Aug 13 2021,118,0,173
Thu Aug 12 2021,122,0,183
Wed Aug 11 2021,123,0,152
Tue Aug 10 2021,113,0,184
Mon Aug 09 2021,146,0,206
Sun Aug 08 2021,122,0,202
Sat Aug 07 2021,120,0,166
Fri Aug 06 2021,88,0,201
Thu Aug 05 2021,107,0,121
Wed Aug 04 2021,116,0,157
Tue Aug 03 2021,101,0,120
Mon Aug 02 2021,106,0,184
Sun Aug 01 2021,108,0,140
Sat Jul 31 2021,93,0,132
Fri Jul 30 2021,67,0,97
Thu Jul 29 2021,73,0,98
Wed Jul 28 2021,85,0,209
Tue Jul 27 2021,74,0,144
Mon Jul 26 2021,88,0,117
Sun Jul 25 2021,84,0,118
Sat Jul 24 2021,86,0,130
Fri Jul 23 2021,88,0,139
Thu Jul 22 2021,96,0,118
Wed Jul 21 2021,82,0,107
Tue Jul 20 2021,108,0,142
Mon Jul 19 2021,80,0,130
Sun Jul 18 2021,71,0,182
Sat Jul 17 2021,85,0,117
Fri Jul 16 2021,67,0,84
Thu Jul 15 2021,75,0,170
Wed Jul 14 2021,69,0,79
Tue Jul 13 2021,75,0,113
Mon Jul 12 2021,75,0,127
Sun Jul 11 2021,66,0,77
Sat Jul 10 2021,80,0,131
Fri Jul 09 2021,97,0,240
Thu Jul 08 2021,68,0,93
Wed Jul 07 2021,48,0,55
Tue Jul 06 2021,65,0,75
Mon Jul 05 2021,54,0,73
Sun Jul 04 2021,73,0,221
Sat Jul 03 2021,87,0,169
Fri Jul 02 2021,100,0,152
Thu Jul 01 2021,102,0,139
Wed Jun 30 2021,97,0,117
Tue Jun 29 2021,93,0,123
Mon Jun 28 2021,75,0,99
Sun Jun 27 2021,83,0,126
Sat Jun 26 2021,73,0,175
Fri Jun 25 2021,89,0,106
