"Date","Transaction Volume"
"2020-01-01","342408.4921597947"
"2020-01-02","895337.5554975735"
"2020-01-03","830753.5793553403"
"2020-01-04","332441.7894650622"
"2020-01-05","280949.3621914682"
"2020-01-06","789113.1908879164"
"2020-01-07","716178.8890034069"
"2020-01-08","4468827.514770438"
"2020-01-09","1711109.0537245406"
"2020-01-10","2610685.179114421"
"2020-01-11","1208274.6129455133"
"2020-01-12","1392665.5861404224"
"2020-01-13","1416405.6926704727"
"2020-01-14","3062927.7423957665"
"2020-01-15","5617898.932505879"
"2020-01-16","1912012.5255142886"
"2020-01-17","3374657.42094557"
"2020-01-18","1169916.6324728825"
"2020-01-19","782429.6549023191"
"2020-01-20","1236198.549241975"
"2020-01-21","2009591.3822520045"
"2020-01-22","1307907.2784069846"
"2020-01-23","958603.748243649"
"2020-01-24","1078984.0009293107"
"2020-01-25","6227153.175402347"
"2020-01-26","1531708.7393139547"
"2020-01-27","1271148.5857934672"
"2020-01-28","9544017.810420217"
"2020-01-29","2178115.043892533"
"2020-01-30","2551546.466672956"
"2020-01-31","2752574.0201597996"
"2020-02-01","1387438.5591133663"
"2020-02-02","3293653.703458162"
"2020-02-03","5076664.8264984805"
"2020-02-04","14693119.443664826"
"2020-02-05","5331263.23962118"
"2020-02-06","4174641.789679184"
"2020-02-07","7141736.161774141"
"2020-02-08","2780737.7841751473"
"2020-02-09","2963054.0744929714"
"2020-02-10","7711087.43441581"
"2020-02-11","4940685.302049097"
"2020-02-12","4751586.189610254"
"2020-02-13","6688822.045971638"
"2020-02-14","10446820.172092551"
"2020-02-15","6503493.500088265"
"2020-02-16","6924914.992268752"
"2020-02-17","8495413.683683077"
"2020-02-18","4826026.534499107"
"2020-02-19","2490016.3862805176"
"2020-02-20","2765260.8815408745"
"2020-02-21","2565951.271835476"
"2020-02-22","1663407.8330127527"
"2020-02-23","1430110.8321380562"
"2020-02-24","2479132.936012516"
"2020-02-25","2998587.049770705"
"2020-02-26","4785709.346279804"
"2020-02-27","2481622.378966129"
"2020-02-28","3406848.1359513733"
"2020-02-29","1182609.950005118"
"2020-03-01","2137625.0763069782"
"2020-03-02","2409618.5537407296"
"2020-03-03","2992083.1332954294"
"2020-03-04","1970700.4104024102"
"2020-03-05","2969880.1056737686"
"2020-03-06","3160173.323635285"
"2020-03-07","2741839.07284672"
"2020-03-08","1670451.1453739945"
"2020-03-09","3307204.767948859"
"2020-03-10","2576690.716988243"
"2020-03-11","2537801.2831683806"
"2020-03-12","4510582.633921139"
"2020-03-13","7540134.316925799"
"2020-03-14","5726843.865453604"
"2020-03-15","1558452.9047106458"
"2020-03-16","3205370.037360869"
"2020-03-17","8920383.628992938"
"2020-03-18","1879942.2185407402"
"2020-03-19","2311061.267513043"
"2020-03-20","2979847.698024479"
"2020-03-21","2105329.710413562"
"2020-03-22","1682290.3873308385"
"2020-03-23","1866255.3853812779"
"2020-03-24","2999266.8383241436"
"2020-03-25","3225535.7259626025"
"2020-03-26","5065614.791482336"
"2020-03-27","3580390.290135328"
"2020-03-28","1187736.1049924232"
"2020-03-29","5677594.978395384"
"2020-03-30","1773862.7722296878"
"2020-03-31","1537965.627334875"
"2020-04-01","1146112.0465073744"
"2020-04-02","1314973.8082407303"
"2020-04-03","906923.5707665769"
"2020-04-04","588094.76728788"
"2020-04-05","276622.63339274994"
"2020-04-06","1307740.223081032"
"2020-04-07","1288754.7424666306"
"2020-04-08","929849.5848258978"
"2020-04-09","969476.4465706998"
"2020-04-10","1771665.924610046"
"2020-04-11","721840.0594720042"
"2020-04-12","1424367.4547136698"
"2020-04-13","830581.8874854648"
"2020-04-14","946146.2636601515"
"2020-04-15","846660.7532652705"
"2020-04-16","1632908.9863863522"
"2020-04-17","774275.025889741"
"2020-04-18","410085.39478171215"
"2020-04-19","534114.5866481538"
"2020-04-20","675852.1723788212"
"2020-04-21","747485.4186935326"
"2020-04-22","449190.84524679853"
"2020-04-23","794264.4404677983"
"2020-04-24","1101034.752024372"
"2020-04-25","883324.5785105795"
"2020-04-26","2263902.120982548"
"2020-04-27","11954487.706763187"
"2020-04-28","1389601.87406991"
"2020-04-29","1749629.0858543671"
"2020-04-30","5287073.414383188"
"2020-05-01","1178076.9715934838"
"2020-05-02","1293660.438782793"
"2020-05-03","709934.0504769731"
"2020-05-04","1066960.8765794532"
"2020-05-05","1262192.705864594"
"2020-05-06","2581878.836963096"
"2020-05-07","15943889.091724154"
"2020-05-08","43846641.16264189"
"2020-05-09","31954449.926035162"
"2020-05-10","22356098.585223213"
"2020-05-11","15142026.729817254"
"2020-05-12","10086171.047058742"
"2020-05-13","5619160.783383745"
"2020-05-14","4963798.552136599"
"2020-05-15","25156191.033899374"
"2020-05-16","7014477.703784365"
"2020-05-17","5778959.558979149"
"2020-05-18","5564097.357832698"
"2020-05-19","3945979.552125792"
"2020-05-20","7456752.250577262"
"2020-05-21","5999947.062706628"
"2020-05-22","4763208.879168443"
"2020-05-23","2057973.6595326192"
"2020-05-24","2326660.5356421904"
"2020-05-25","2760303.737577074"
"2020-05-26","7216633.061695354"
"2020-05-27","3879560.526142449"
"2020-05-28","3184551.93649064"
"2020-05-29","2873544.6703604404"
"2020-05-30","2956810.9925320307"
"2020-05-31","2397827.751061861"
"2020-06-01","2481784.0619401853"
"2020-06-02","4040535.4388482342"
"2020-06-03","2685365.0517547717"
"2020-06-04","2811506.7685894547"
"2020-06-05","2373938.562320891"
"2020-06-06","2637460.16594318"
"2020-06-07","1821045.682226612"
"2020-06-08","2400105.3322914434"
