"Date","Real Volume"
"2021-06-01","75625105.36795671"
"2021-06-02","37379758.66340737"
"2021-06-03","67383165.61024152"
"2021-06-04","43815959.10625112"
"2021-06-05","24579987.88403755"
"2021-06-06","13258865.039904565"
"2021-06-07","28682525.20723119"
"2021-06-08","18432827.81084301"
"2021-06-09","16086711.61765119"
"2021-06-10","16776431.092038076"
"2021-06-11","13061222.418417975"
"2021-06-12","13661424.411950285"
"2021-06-13","9151095.15096949"
"2021-06-14","15976154.57326182"
"2021-06-15","8323372.684934687"
"2021-06-16","10291482.48753342"
"2021-06-17","7897779.699082767"
"2021-06-18","9234833.338292204"
"2021-06-19","1741017.4681302733"
"2021-06-20","11439651.839586755"
"2021-06-21","13965117.898272796"
"2021-06-22","18870139.11761832"
"2021-06-23","17296517.242597017"
"2021-06-24","8265017.186526789"
"2021-06-25","7555033.50982531"
"2021-06-26","9162774.63512571"
"2021-06-27","6809708.914748518"
"2021-06-28","8129943.267269649"
"2021-06-29","10654891.078541249"
"2021-06-30","6813345.395195939"
"2021-07-01","3837382.995122009"
"2021-07-02","161334.33712922086"
"2021-07-03","4259312.462208653"
"2021-07-04","4187334.8204705426"
"2021-07-05","4497299.446119455"
"2021-07-06","3488256.595981949"
"2021-07-07","6473778.329034872"
"2021-07-08","4491995.107843155"
"2021-07-09","4712828.132887162"
"2021-07-10","3670385.518427618"
"2021-07-11","4319949.350813004"
"2021-07-12","4281097.455543508"
"2021-07-13","3556255.765192697"
"2021-07-14","5534896.403028577"
"2021-07-15","4738451.871224518"
"2021-07-16","5854830.109822041"
"2021-07-17","6559878.096784471"
"2021-07-18","6252157.707395131"
"2021-07-19","5800672.378366647"
"2021-07-20","8812154.926854631"
"2021-07-21","10311908.389276046"
"2021-07-22","5149508.13087757"
"2021-07-23","8985717.100748377"
"2021-07-24","9171844.08131357"
"2021-07-25","4673368.076263116"
"2021-07-26","10075364.52610906"
"2021-07-27","12065223.04735909"
"2021-07-28","8328118.815803985"
"2021-07-29","6522771.7652747715"
"2021-07-30","7748822.647989161"
"2021-07-31","11445499.49239027"
"2021-08-01","8652937.537374651"
"2021-08-02","12698042.43857686"
