"Date","Real Volume"
"2020-11-30","5881347.843183905"
"2020-12-01","4715634.727196358"
"2020-12-02","4747958.765269167"
"2020-12-03","13245600.97896294"
"2020-12-04","14828182.666799761"
"2020-12-05","8613087.176030574"
"2020-12-06","7552521.972228104"
"2020-12-07","4986209.434455368"
"2020-12-08","4656378.179236307"
"2020-12-09","3798860.590829787"
"2020-12-10","3183812.0929589765"
"2020-12-11","1268794.5259181631"
"2020-12-12","1402735.2469767334"
"2020-12-13","1250109.7783544254"
"2020-12-14","1099502.5239518895"
"2020-12-15","1044671.5560993175"
"2020-12-16","994722.3912626702"
"2020-12-17","1075959.1968748977"
"2020-12-18","1993518.4628837327"
"2020-12-19","8058018.071773033"
"2020-12-20","6227386.949960452"
"2020-12-21","5371407.5889663845"
"2020-12-22","8528537.709402531"
"2020-12-23","2559244.072202391"
"2020-12-24","1083779.4232983205"
"2020-12-25","1734044.4812275735"
"2020-12-26","758141.6510054385"
"2020-12-27","534883.5581404421"
"2020-12-28","706287.3044567386"
"2020-12-29","1472845.192568404"
"2020-12-30","684339.1401829631"
"2020-12-31","645838.8643705961"
"2021-01-01","1049352.1810952278"
"2021-01-02","634971.7461011024"
"2021-01-03","702646.0414098192"
"2021-01-04","2356034.9114686204"
"2021-01-05","2034572.3840614178"
"2021-01-06","603808.5642315213"
"2021-01-07","644036.0218436735"
"2021-01-08","1378198.8054009257"
"2021-01-09","840928.6840039849"
"2021-01-10","1550187.7015797768"
"2021-01-11","584753.8762095411"
"2021-01-12","438212.2369639474"
"2021-01-13","225459.00026259094"
"2021-01-14","228145.80519351707"
"2021-01-15","1426765.6594149945"
"2021-01-16","3892748.722188789"
"2021-01-17","9162339.15792796"
"2021-01-18","8050904.067592422"
"2021-01-19","2397264.4388114056"
"2021-01-20","3064031.0290870313"
"2021-01-21","4241735.574609545"
"2021-01-22","2456083.311167578"
"2021-01-23","3979857.385098233"
"2021-01-24","2133483.5748537458"
"2021-01-25","1558326.682227231"
"2021-01-26","1814559.9916490978"
"2021-01-27","1354998.2412706083"
"2021-01-28","554437.56734661"
"2021-01-29","655164.1347322192"
"2021-01-30","1222102.3019000378"
"2021-01-31","1979089.6071708866"
"2021-02-01","1000566.4230895877"
"2021-02-02","1497609.4516702662"
"2021-02-03","1108271.9071665865"
"2021-02-04","1220064.3606201469"
"2021-02-05","1642838.0185006608"
"2021-02-06","897358.2497328095"
"2021-02-07","1066299.6618877714"
"2021-02-08","828280.0800560429"
"2021-02-09","931223.8030942198"
"2021-02-10","1666999.5541711985"
"2021-02-11","719799.7968229429"
"2021-02-12","2705617.328091381"
"2021-02-13","917968.8315253289"
"2021-02-14","940687.7593221653"
"2021-02-15","1237114.1231374575"
"2021-02-16","394171.9002155315"
"2021-02-17","201743.5875901434"
"2021-02-18","1029806.529389828"
"2021-02-19","314391.0731115881"
"2021-02-20","1410285.4780011743"
"2021-02-21","644555.9614396876"
"2021-02-22","896132.5809009513"
"2021-02-23","167044.66506091735"
"2021-02-24","289875.4793799541"
"2021-02-25","208511.7973950311"
"2021-02-26","423440.32131643035"
"2021-02-27","83741.99238385423"
"2021-02-28","546770.2942755611"
"2021-03-01","4485438.65442609"
"2021-03-02","890551.8932967817"
"2021-03-03","328285.3439184596"
"2021-03-04","376165.7327620248"
"2021-03-05","435728.75776655535"
"2021-03-06","222164.03692502785"
"2021-03-07","278759.6417734479"
"2021-03-08","381819.9477583041"
"2021-03-09","280884.68695596594"
"2021-03-10","255450.04921330867"
"2021-03-11","565871.9198384698"
"2021-03-12","694913.0497565307"
"2021-03-13","388880.5061967047"
"2021-03-14","269967.3980513641"
"2021-03-15","501077.6631487665"
"2021-03-16","1175203.0358498741"
"2021-03-17","651121.8721914182"
"2021-03-18","484413.024895199"
"2021-03-19","1191361.1157000852"
"2021-03-20","522336.77665707644"
"2021-03-21","194605.75207201391"
"2021-03-22","454252.24635068345"
"2021-03-23","429633.73307607666"
"2021-03-24","617851.2526607438"
"2021-03-25","86184.12195558942"
"2021-03-26","76217.336616747"
"2021-03-27","130165.13310335724"
"2021-03-28","227070.3400512247"
"2021-03-29","185206.1977879747"
"2021-03-30","2951327.8932079147"
"2021-03-31","3846480.5031150277"
"2021-04-01","899590.3005908268"
"2021-04-02","436321.68325758923"
"2021-04-03","539627.2362161268"
"2021-04-04","1203008.5574332902"
"2021-04-05","56828.21088411189"
"2021-04-06","935203.3732399772"
"2021-04-07","568811.1664850875"
"2021-04-08","594095.0892512066"
"2021-04-09","154204.18500460725"
"2021-04-10","234801.33949954182"
"2021-04-11","307964.5492880613"
"2021-04-12","404084.93521856103"
"2021-04-13","485210.62155699206"
"2021-04-14","246158.27182944154"
"2021-04-15","250277.51908479084"
"2021-04-16","118536.16279407228"
"2021-04-17","1030077.1596795571"
"2021-04-18","1347254.8691869383"
"2021-04-19","3239696.785139009"
"2021-04-20","978614.5033639797"
"2021-04-21","316347.5034822924"
"2021-04-22","311336.7848945569"
"2021-04-23","1104783.993442217"
"2021-04-24","475436.65567473456"
"2021-04-25","95153.44838534549"
"2021-04-26","535203.1751755967"
"2021-04-27","45194.94857105683"
"2021-04-28","244240.49071562703"
"2021-04-29","439781.1907424536"
"2021-04-30","117578.30490838917"
"2021-05-01","60309.8932637868"
"2021-05-02","805922.4526778361"
"2021-05-03","180519.6929755718"
"2021-05-04","620387.3187966429"
"2021-05-05","117385.8024165205"
"2021-05-06","109227.01060117959"
"2021-05-07","228556.41953394582"
"2021-05-08","37247.74087159108"
"2021-05-09","192270.9879932994"
