"Date","Real Volume"
"2020-07-19","483996.06582716486"
"2020-07-20","306091.18827725964"
"2020-07-21","271942.3720923634"
"2020-07-22","476699.39412262995"
"2020-07-23","1466568.2799690773"
"2020-07-24","3967350.930606752"
"2020-07-25","14778645.723746246"
"2020-07-26","9506093.724039743"
"2020-07-27","1213315.2633714082"
"2020-07-28","1241947.7672420314"
"2020-07-29","7210839.826246285"
"2020-07-30","1905388.3852013892"
"2020-07-31","3779009.2658774275"
"2020-08-01","1218302.2379824056"
"2020-08-02","1695628.041204588"
"2020-08-03","1325168.3315273935"
"2020-08-04","675449.694386741"
"2020-08-05","1165149.6609914403"
"2020-08-06","1718595.538040299"
"2020-08-07","2557699.459879251"
"2020-08-08","3395268.606561234"
"2020-08-09","589719.1681579889"
"2020-08-10","9945912.134902656"
"2020-08-11","11235939.922647856"
"2020-08-12","8876482.872855455"
"2020-08-13","11345130.22326455"
"2020-08-14","4485620.792903985"
"2020-08-15","13156992.009281436"
"2020-08-16","18225077.165762123"
"2020-08-17","28757947.060927484"
"2020-08-18","66675328.63805644"
"2020-08-19","39394154.97386406"
"2020-08-20","149308633.3354429"
"2020-08-21","78833938.40877606"
"2020-08-22","37071511.078789"
"2020-08-23","22098191.922296546"
"2020-08-24","27578372.400996126"
"2020-08-25","24020489.91435709"
"2020-08-26","29715924.99352319"
"2020-08-27","18123387.2938766"
"2020-08-28","127150928.12156351"
"2020-08-29","217003847.0247411"
"2020-08-30","469884390.8459616"
"2020-08-31","433140596.3535959"
"2020-09-01","345627278.1929995"
"2020-09-02","160019985.4144563"
"2020-09-03","210126718.78265274"
"2020-09-04","163363630.49158204"
"2020-09-05","313360942.2498384"
"2020-09-06","93720117.87922005"
"2020-09-07","64371567.566778965"
"2020-09-08","48488930.36463368"
"2020-09-09","183372031.26144937"
"2020-09-10","283192283.0112884"
"2020-09-11","181883893.83545133"
"2020-09-12","361988683.0139568"
"2020-09-13","295386097.8895732"
"2020-09-14","252469442.07347316"
"2020-09-15","233192977.64245844"
"2020-09-16","303454469.0081881"
"2020-09-17","251690994.3937654"
"2020-09-18","128851772.3381559"
"2020-09-19","171477574.0063769"
"2020-09-20","159801605.27074537"
"2020-09-21","283294644.02217877"
"2020-09-22","211113047.9429882"
"2020-09-23","158178273.45649046"
"2020-09-24","150392823.7004604"
"2020-09-25","110919188.18471786"
"2020-09-26","250868319.94866925"
"2020-09-27","308944747.00777984"
"2020-09-28","147282093.63111869"
"2020-09-29","385658940.4770053"
"2020-09-30","238966134.746115"
"2020-10-01","280826176.8627468"
"2020-10-02","261225288.51324302"
"2020-10-03","155068145.11953202"
"2020-10-04","380107330.268259"
"2020-10-05","237261164.7427097"
"2020-10-06","182798064.9086505"
"2020-10-07","281519418.223626"
"2020-10-08","549181148.9371835"
"2020-10-09","321897643.2393282"
"2020-10-10","197188271.83831644"
"2020-10-11","240612336.55672628"
"2020-10-12","150505196.1598605"
"2020-10-13","91847191.34174809"
"2020-10-14","136338874.08794028"
"2020-10-15","109059190.62214541"
"2020-10-16","87273057.28819138"
"2020-10-17","69706869.57623239"
"2020-10-18","131235146.53841779"
"2020-10-19","92964217.57606147"
"2020-10-20","113364279.31952797"
"2020-10-21","106859387.76608916"
"2020-10-22","63767064.30021478"
"2020-10-23","104061479.13778874"
"2020-10-24","85460658.68566236"
"2020-10-25","46655568.73314012"
"2020-10-26","88178243.13453048"
"2020-10-27","60569811.711139046"
"2020-10-28","75783269.07027115"
"2020-10-29","133535479.7643179"
"2020-10-30","275406060.83871174"
"2020-10-31","84236814.37627122"
"2020-11-01","64033821.75130384"
"2020-11-02","75010558.15826428"
"2020-11-03","69860374.25754906"
"2020-11-04","138639363.47145844"
"2020-11-05","316307734.2088953"
"2020-11-06","324950780.4169048"
"2020-11-07","1048383461.1013694"
"2020-11-08","402957683.42351097"
"2020-11-09","227709373.93966773"
"2020-11-10","596178816.2200377"
"2020-11-11","356506921.5859464"
"2020-11-12","330790284.06217223"
"2020-11-13","394671058.1100428"
"2020-11-14","204327795.25655434"
"2020-11-15","273728770.2961685"
"2020-11-16","300877827.3339476"
"2020-11-17","448774057.92093843"
"2020-11-18","831452669.7334039"
"2020-11-19","907574704.9760779"
"2020-11-20","580308172.3333943"
"2020-11-21","452269036.70352566"
"2020-11-22","761966738.5749125"
"2020-11-23","397531834.8640471"
"2020-11-24","417315247.84162325"
"2020-11-25","241877003.89588928"
"2020-11-26","501468081.45703703"
"2020-11-27","404189972.4981632"
"2020-11-28","152761479.09917432"
"2020-11-29","116154669.77994284"
"2020-11-30","306147772.6955675"
"2020-12-01","311537013.1741587"
"2020-12-02","618637151.4955385"
"2020-12-03","402186386.0896623"
"2020-12-04","185302450.7978796"
"2020-12-05","198794604.82172835"
"2020-12-06","76063694.21547692"
"2020-12-07","95415649.86029217"
"2020-12-08","152716819.6833676"
"2020-12-09","188324135.85095492"
"2020-12-10","152442765.67120814"
"2020-12-11","149746975.72214153"
"2020-12-12","150776884.69252908"
"2020-12-13","98581590.19315234"
"2020-12-14","88906989.85317326"
"2020-12-15","86840724.70606679"
"2020-12-16","207091087.37223887"
"2020-12-17","226048428.83430135"
"2020-12-18","147331228.32961938"
"2020-12-19","133532291.1076265"
"2020-12-20","102486265.34068684"
"2020-12-21","142330289.4291981"
"2020-12-22","132636401.64570318"
"2020-12-23","217399598.43488386"
"2020-12-24","298717066.7541694"
"2020-12-25","193395980.84717226"
"2020-12-26","162573829.26237753"
"2020-12-27","210012225.9134034"
"2020-12-28","135726603.24940094"
